"smiles","Hof"
"OC1=CN=CN1","-10.36035653"
"OC1=NC=CN1","-17.51270981"
"CC1=CNC=C1","16.12268389"
"CC1=CNC=N1","16.73924628"
"CC1=COC=C1","-17.78449004"
"CC1=COC=N1","-17.851913"
"NC1=CNC=C1","28.68388961"
"NC1=CNC=N1","26.75401845"
"NC1=COC=C1","-5.483073247"
"NC1=COC=N1","-7.812040451"
"OC1=CNC=C1","-11.26933835"
"OC1=CNC=N1","-15.15641164"
"OC1=COC=N1","-48.50133705"
"CN1C=CC=C1","20.97521486"
"CN1C=CN=C1","23.0814848"
"C1=CC=CC=C1","18.77908375"
"C1=CC=NC=C1","28.73110497"
"C1=CN=CC=N1","41.0024013"
"C1=CN=CN=C1","37.1118424"
"C1=NC=NC=N1","44.02232507"
"CC(C)(C)C#C","28.25661434"
"CC(C)(C)C#N","-0.821200319"
"CC(C)(N)C#N","10.73034262"
"CC(C)(O)C#C","0.026239411"
"CC(C)(O)C#N","-27.66603427"
"CC(C)(C)C=O","-59.69998749"
"CC(C)(O)C=O","-89.77398533"
"CC(C)(C)CO","-73.89224254"
"CC(C)(O)CO","-105.6015301"
"CCC(C)(C)C","-44.91575882"
"CCC(C)(C)O","-77.8060193"
"COC(C)(C)C","-70.26837518"
"CC#CC(C)=O","4.425581207"
"CC#CC(N)=O","0.157609648"
"CC#CC(C)C","22.51239238"
"CC#CC(C)O","-5.721747609"
"CC(=O)CC#C","10.98493801"
"CC(=O)CC#N","-15.51695015"
"NC(=O)CC#C","7.653838135"
"NC(=O)CC#N","-19.9097961"
"CC(=N)NC=O","-40.06652895"
"CC(=N)OC=O","-76.10096009"
"CC(=O)CC=O","-76.06993267"
"CC(=O)NC=N","-34.15225192"
"CC(=O)NC=O","-88.05689859"
"CC(=O)OC=N","-78.64802115"
"NC(=N)NC=O","-37.74251321"
"NC(=O)CC=O","-81.70901249"
"NC(=O)NC=N","-33.77790819"
"NC(=O)NC=O","-88.24731342"
"NC(=O)OC=N","-80.85964407"
"CC(C)CC#C","28.46369248"
"CC(C)CC#N","-0.492385341"
"CC(O)CC#C","-1.292158049"
"CC(O)CC#N","-29.0747931"
"CN(C)CC#N","24.08876485"
"CC(C)CC=O","-57.74341287"
"CC(C)NC=O","-65.00397723"
"CC(C)OC=O","-102.5833368"
"CC(O)CC=O","-87.29720534"
"CN(C)CC=O","-35.74195423"
"CC(=O)CCO","-92.24260771"
"CCCC(C)=O","-65.61489204"
"CCCC(N)=O","-70.4049515"
"CCNC(C)=O","-69.01439045"
"CCNC(N)=O","-67.90335057"
"CCOC(C)=O","-110.4679936"
"CCOC(N)=O","-111.1064502"
"C[NH2+]CC([O-])=O","-95.96401849"
"COCC(C)=O","-83.38970368"
"COCC(N)=O","-87.37968853"
"NC(=O)CCO","-97.24037281"
"[NH3+]CCC([O-])=O","-50.99041263"
"CC(C)CCO","-71.5177466"
"CC(O)CCO","-102.6258801"
"CCCC(C)C","-44.9741172"
"CCCC(C)O","-75.94921869"
"CCOC(C)C","-72.76021541"
"COCC(C)C","-68.46491288"
"COCC(C)O","-99.2969422"
"CC(=O)C(C)=O","-81.49726234"
"CC(=O)C(N)=N","-34.93036369"
"CC(=O)C(N)=O","-89.81329768"
"NC(=[NH2+])C([O-])=O","-80.38399187"
"NC(=O)C(N)=O","-98.93693775"
"CC(C)C(C)=O","-65.10598183"
"CC(C)C(N)=O","-70.7551018"
"CC([NH3+])C([O-])=O","-102.902391"
"CC(O)C(C)=O","-97.62099163"
"CC(O)C(N)=O","-103.0241279"
"CN(C)C(C)=O","-62.28184102"
"CN(C)C(N)=O","-61.66339611"
"CC(C)C(C)C","-43.94060906"
"CC(C)C(C)O","-75.40454044"
"CC(O)C(C)O","-107.341614"
"CC1(C)CCC1","-10.30748218"
"CC1(C)CCO1","-41.64465665"
"CC1(C)COC1","-36.28258797"
"CC1(O)CCC1","-42.48740191"
"CC1(O)COC1","-67.09767453"
"CC1(C)CC1O","-38.43871061"
"CC1(O)CC1O","-67.72455652"
"CC1CC1(C)C","-9.878893194"
"CC1CC1(C)O","-39.66047161"
"CC1OC1(C)C","-43.6162915"
"CN1CC1(C)C","8.545133786"
"CC1CC(=N)O1","-23.4598381"
"CC1CC(=O)C1","-30.7750644"
"CC1CC(=O)N1","-36.82139788"
"CC1CC(=O)O1","-80.3326047"
"CN1CC(=O)C1","-9.718635064"
"OC1CC(=O)C1","-59.14537395"
"CC1CC(C)C1","-11.05233596"
"CC1CC(C)O1","-42.74279827"
"CC1CC(O)C1","-40.44109343"
"CN1CC(O)C1","-21.21824685"
"OC1CC(O)C1","-69.63469544"
"CC12CC(C1)C2","40.13411416"
"CC12CC(C1)O2","16.95142564"
"CC12CN(C1)C2","65.11624292"
"OC12CC(C1)C2","8.871613323"
"OC12CN(C1)C2","32.39352748"
"O=C(C#C)C#C","93.23549111"
"O=C(C#C)C#N","71.50016511"
"O=C(C#N)C#N","53.44957489"
"O=CC(=O)C#C","10.97918557"
"O=CC(=O)C#N","-9.393817303"
"O=CC(=O)C=O","-66.39321352"
"CC(C#C)C#C","107.3583248"
"CC(C#C)C#N","79.87814929"
"CC(C#N)C#N","54.71285637"
"NC(C#C)C#N","94.92931271"
"NC(C#N)C#N","70.60299998"
"OC(C#C)C#C","81.72207411"
"OC(C#C)C#N","55.70776083"
"OC(C#N)C#N","32.37793319"
"CC(C=O)C#C","18.22828017"
"CC(C=O)C#N","-8.4788036"
"OC(C=O)C#C","-10.20540784"
"OC(C=O)C#N","-35.5576986"
"CC(C=O)C=O","-67.05011112"
"CN(C=N)C=O","-34.50177471"
"CN(C=O)C=O","-86.62868697"
"OC(C=O)C=O","-96.77835122"
"CN=C(N)C#N","42.50513441"
"CN=C(N)C=O","-24.62916774"
"CCC(=O)C#C","12.41001209"
"CCC(=O)C#N","-11.09677323"
"CNC(=N)C#N","40.12373586"
"CNC(=O)C#C","10.97273588"
"COC(=O)C#C","-26.2997715"
"COC(=O)C#N","-48.86027249"
"OCC(=O)C#C","-10.05543307"
"OCC(=O)C#N","-33.06899592"
"CCC(=O)C=O","-73.05161198"
"CNC(=N)C=O","-20.87603342"
"CNC(=O)C=O","-71.81444269"
"COC(=O)C=O","-110.1160656"
"OCC(=O)C=O","-90.30935579"
"CCC(=O)CC","-66.107487"
"CCC(=O)CO","-88.53402656"
"CCC(=O)NC","-67.55919592"
"CCC(=O)OC","-107.7132269"
"CNC(=O)CO","-89.14989283"
"CNC(=O)NC","-62.24823496"
"CNC(=O)OC","-104.8043723"
"COC(=O)CN","-94.27037035"
"COC(=O)CO","-135.2633816"
"OCC(=O)CO","-110.422163"
"COC(C)=NC","-45.51102213"
"CC(CO)C#C","1.900610287"
"CC(CO)C#N","-26.62185847"
"CCC(C)C#C","29.77204978"
"CCC(C)C#N","0.778948906"
"CCC(N)C#N","13.15692185"
"CCC(O)C#C","0.991349022"
"CCC(O)C#N","-26.36583459"
"CNC(C)C#N","20.27538962"
"COC(C)C#C","9.386171113"
"COC(C)C#N","-20.69314871"
"NC(CO)C#N","-12.45109088"
"NCC(N)C#N","27.40926568"
"NCC(O)C#N","-12.82571405"
"OCC(O)C#C","-27.938699"
"OCC(O)C#N","-53.92728439"
"CC(CO)C=O","-85.43412963"
"CCC(C)C=O","-56.86615459"
"CCC(O)C=O","-90.11786054"
"CCN(C)C=O","-60.33091399"
"COC(C)C=O","-80.17183496"
"OCC(O)C=O","-117.9008212"
"CC(CO)CO","-99.05723357"
"CCC(C)CC","-43.98516223"
"CCC(C)CO","-71.92311773"
"CCC(C)OC","-69.6615735"
"CCC(O)CC","-76.09793844"
"CCC(O)CO","-104.9997485"
"COC(C)CO","-98.11910687"
"OCC(O)CO","-132.5147626"
"CC1(CC1)C#C","64.81958307"
"CC1(CC1)C#N","36.21240053"
"CC1(CN1)C#C","80.73545458"
"CC1(CN1)C#N","53.16617276"
"CC1(CO1)C#C","37.64907168"
"CC1(CO1)C#N","11.34610403"
"NC1(CC1)C#N","48.00616214"
"OC1(CC1)C#C","37.38489019"
"OC1(CC1)C#N","10.11995047"
"CC1(CC1)C=O","-25.73302556"
"CC1(CN1)C=O","-10.04807755"
"CC1(CO1)C=O","-51.97796044"
"OC1(CC1)C=O","-55.6746189"
"CC1(CO)CC1","-36.07864738"
"CC1(CO)CN1","-24.83960418"
"CC1(CO)CO1","-67.58713194"
"CCC1(C)CC1","-8.574928453"
"CCC1(C)CO1","-39.18858446"
"CCC1(O)CC1","-38.46820356"
"COC1(C)CC1","-31.84484079"
"OCC1(O)CC1","-66.73309151"
"CC1CCC1=O","-30.93194177"
"CC1CNC1=O","-35.08884415"
"CC1COC1=N","-20.15600058"
"CC1COC1=O","-76.88255747"
"CC1NCC1=O","-14.92319886"
"CC1OCC1=O","-56.29459829"
"CN1CCC1=O","-33.7246385"
"NC1COC1=N","-7.199463871"
"NC1COC1=O","-63.39828528"
"OC1CCC1=O","-58.33274914"
"OC1CNC1=O","-61.51826681"
"OC1COC1=N","-46.66072438"
"OC1COC1=O","-102.1065344"
"CC1CCC1C","-8.921941206"
"CC1CCC1O","-39.1114008"
"CC1COC1C","-38.06910752"
"CC1OCC1O","-66.99037041"
"OC1CCC1O","-70.77927277"
"N=C1CN=CN1","34.60541732"
"O=C1CC=CC1","-18.06373176"
"O=C1CC=CN1","-23.64570822"
"O=C1CN=CN1","-21.77851939"
"O=C1CN=CO1","-60.21129183"
"N=C1OCC=C1","-8.714119663"
"O=C1CCC=C1","-22.81586121"
"O=C1NCC=C1","-24.14583329"
"N=C1CCCO1","-35.05370362"
"N=C1COCO1","-60.38247462"
"N=C1OCCO1","-66.7090254"
"O=C1CCCC1","-47.20389062"
"O=C1CCCN1","-51.42856402"
"O=C1CCCO1","-90.28490537"
"O=C1CCOC1","-70.15314559"
"O=C1COCO1","-114.8512523"
"O=C1NCCN1","-47.54330465"
"O=C1NCCO1","-87.15642246"
"O=C1OCCO1","-125.5866849"
"CC1=CCCC1","-1.531261623"
"CC1=CCOC1","-26.07062567"
"CC1=NCCO1","-35.1252397"
"CC1CC=CC1","2.264543342"
"CC1CN=CO1","-31.31562953"
"OC1CC=CC1","-27.65257712"
"CC1CCC=C1","2.17920205"
"CC1COC=N1","-29.8673376"
"CC1OCC=C1","-25.18144471"
"OC1CCC=C1","-27.43043876"
"CC1CCCC1","-25.99082712"
"CC1CCCO1","-54.97295843"
"CC1CCOC1","-52.10021994"
"CC1COCO1","-82.76533173"
"CC1OCCO1","-85.29482252"
"OC1CCCC1","-55.6318434"
"OC1CCOC1","-80.93676904"
"CC1C(C)C1C","-6.799076568"
"CC1C(C)C1O","-36.218582"
"CC1C(C)N1C","12.26563761"
"CC1C(O)C1O","-64.39436361"
"OC1C(O)C1O","-96.26680367"
"CC12CC1CC2","28.12671988"
"CC12CC1CO2","3.067150448"
"CC12CC1OC2","5.726535709"
"CC12CCC1O2","-2.515801574"
"OC12CC1CC2","-0.207194123"
"OC12CC1OC2","-21.47284111"
"C#CC#CC#C","161.3502425"
"C#CC#CC#N","140.2700365"
"N#CC#CC#N","122.7371416"
"C#CCCC#C","104.5734376"
"C#CCCC#N","76.66530065"
"N#CCCC#N","50.14521471"
"O=CC#CC#C","84.54699457"
"O=CC#CC#N","64.92198302"
"O=CC#CC=O","7.389203723"
"N=COCC#C","36.16598729"
"N=COCC#N","10.69760727"
"O=CCCC#C","18.70079482"
"O=CCCC#N","-8.776870613"
"O=CNCC#C","14.49682923"
"O=CNCC#N","-12.175114"
"O=COCC#C","-19.45238783"
"O=COCC#N","-44.1250858"
"N=COCC=O","-51.32186495"
"O=CCCC=O","-67.68452322"
"O=CCNC=O","-73.34807591"
"O=CCOC=O","-106.936475"
"CC#CC#CC","83.9842234"
"CC#CCC#C","101.1240179"
"CC#CCC#N","73.17823036"
"CC#CCC=O","11.73230183"
"CN=CNC=O","-26.52424643"
"CN=COC=O","-64.82461437"
"CCC#CC#C","92.05274055"
"CCC#CC#N","68.17886218"
"OCC#CC#C","69.8320241"
"OCC#CC#N","46.86238692"
"CCC#CC=O","12.86558398"
"OCC#CC=O","-9.67767235"
"CCC#CCC","23.44173395"
"CCC#CCO","0.126640931"
"OCC#CCO","-22.99831671"
"CCN=COC","-36.76730475"
"CC#CCCO","-3.962210971"
"CCCC#CC","22.86317019"
"COCC#CC","4.30710922"
"CCOC=NC","-40.58005248"
"CCCCC#C","29.43884224"
"CCCCC#N","0.519787483"
"CCNCC#N","19.67549054"
"CCOCC#C","8.129897094"
"CCOCC#N","-18.92482694"
"COCCC#C","7.341117652"
"COCCC#N","-20.92469972"
"OCCCC#C","3.286778773"
"OCCCC#N","-25.32793388"
"CCCCC=O","-57.11025578"
"CCCNC=O","-63.02167472"
"CCCOC=O","-99.0918739"
"CCOCC=O","-80.57093101"
"COCCC=O","-78.26859865"
"OCCCC=O","-83.52587324"
"OCCNC=O","-91.28530766"
"OCCOC=N","-71.04185119"
"OCCOC=O","-126.7035245"
"CCCCCC","-45.05632095"
"CCCCCO","-71.69721431"
"CCCCOC","-67.20738384"
"CCCOCC","-70.64425337"
"CCOCCO","-99.35467307"
"COCCCO","-93.25026065"
"COCCOC","-88.29356311"
"OCCCCO","-98.36634561"
"C#CC1CCC1","65.45085763"
"C#CC1CCO1","40.93031886"
"C#CC1COC1","41.18446021"
"N#CC1CCC1","36.79912192"
"N#CC1CCN1","53.7635618"
"N#CC1CCO1","14.29100612"
"N#CC1COC1","13.92328555"
"O=CC1CCC1","-21.02482179"
"O=CC1CCO1","-46.49729246"
"O=CC1COC1","-45.04209793"
"O=CN1CCC1","-23.64244336"
"CN=C1CCO1","-14.35530276"
"CCC1CCC1","-8.562378263"
"CCC1CCO1","-37.59847539"
"CCC1COC1","-33.90118942"
"COC1CCC1","-33.04714899"
"COC1COC1","-56.890605"
"OCC1CCC1","-35.2804553"
"OCC1CCO1","-65.53203833"
"OCC1COC1","-60.66758468"
"C#CCC1CC1","68.36250171"
"C#CCC1CO1","41.01503264"
"C#CCN1CC1","88.16202951"
"N#CCC1CC1","39.51874809"
"N#CCC1CN1","55.46976013"
"N#CCC1CO1","13.22988755"
"N#CCN1CC1","61.36458437"
"N=COC1CC1","-3.729056887"
"O=CCC1CC1","-18.59887006"
"O=CCC1CN1","-3.46173784"
"O=CCC1CO1","-46.00218747"
"O=CCN1CC1","0.973499306"
"O=CNC1CC1","-23.47238829"
"O=COC1CC1","-59.33048925"
"CC#CC1CC1","60.39062102"
"CC#CC1CN1","75.53591086"
"CC#CC1CO1","35.05808496"
"CCCC1CC1","-6.78401634"
"CCCC1CO1","-35.25786496"
"CCCN1CC1","11.62118536"
"CCOC1CC1","-31.80028761"
"COCC1CC1","-28.7349037"
"COCC1CN1","-13.75276633"
"COCC1CO1","-55.72657488"
"OCCC1CC1","-33.44750005"
"OCCC1CO1","-61.75380363"
"OCCN1CC1","-17.58684938"
"CC1CC1C#C","64.74679197"
"CC1CC1C#N","36.11513656"
"CC1NC1C#C","79.90714204"
"CC1NC1C#N","52.4426543"
"CC1OC1C#C","37.10125589"
"CC1OC1C#N","11.04364445"
"CN1CC1C#C","85.7768659"
"CN1CC1C#N","58.47804067"
"OC1CC1C#C","36.99144173"
"OC1CC1C#N","9.115307761"
"CC1CC1C=O","-22.75674801"
"CC1CN1C=O","-15.87764081"
"CC1NC1C=O","-8.24336023"
"CC1OC1C=O","-49.08325911"
"CN1CC1C=O","-1.394094037"
"OC1CC1C=O","-50.21026618"
"CC1CC1CO","-33.46883537"
"CC1NC1CO","-23.14972109"
"CC1OC1CO","-65.92925184"
"CCC1CC1C","-7.318026925"
"CCC1CC1O","-35.68143387"
"CCC1CN1C","12.59821765"
"CCC1OC1C","-38.98652641"
"CCN1CC1C","10.49857086"
"CN1CC1CO","-12.65587973"
"COC1CC1C","-30.23653394"
"COC1CC1O","-57.31354641"
"OCC1CC1O","-61.95335165"
"CC(=O)C1CC1","-30.36718322"
"CC(=O)C1CN1","-15.78351438"
"CC(=O)C1CO1","-53.72431938"
"CC(=O)N1CC1","-19.3320806"
"NC(=O)C1CC1","-35.10390438"
"NC(=O)C1CN1","-20.89548622"
"NC(=O)C1CO1","-60.7771781"
"NC(=O)N1CC1","-21.54244851"
"CC(C)C1CC1","-7.711475381"
"CC(C)C1CO1","-35.11291026"
"CC(C)N1CC1","9.139385283"
"CC(O)C1CC1","-37.20628195"
"CC(O)C1CN1","-23.70569451"
"CC(O)C1CO1","-67.56830666"
"C1CC11CCC1","29.60513226"
"C1CC11CCO1","1.921318101"
"C1CC11COC1","4.712480357"
"C1NC11COC1","18.39065299"
"C1OC11CCC1","-1.445897876"
"C1OC11COC1","-24.54387261"
"C1C2CC1C=C2","60.40756378"
"C1C2OC1C=C2","36.66199924"
"C1C2CC1CC2","17.21495718"
"C1C2CC1OC2","-6.830556895"
"C1C2CCC1O2","-9.38577558"
"CC1C2CC1C2","44.90130383"
"CC1C2CC1O2","23.49634973"
"OC1C2CC1C2","13.62311526"
"OC1C2CC1O2","-7.417883332"
"C1CC=CCO1","-24.3813701"
"C1CCC=CC1","-0.766955053"
"C1COC=NC1","-27.87562245"
"C1CCCCC1","-30.10038683"
"C1CCOCC1","-54.74956505"
"C1COCCO1","-77.9153108"
"C1COCOC1","-83.00064779"
"C1CC2CCC12","30.43407231"
"C1CC2OCC12","1.926965686"
"C1OC2COC12","-24.39578036"
"CC1C2CCC12","31.5629619"
"CC1C2COC12","7.713230786"
"OC1C2CCC12","1.69729721"
"OC1C2COC12","-21.28960834"
"C1C2CC=CC12","39.64641197"
"C1C2OC=NC12","10.9608132"
"C1C=CC2NC12","55.22342835"
"C1C=CC2OC12","11.71598658"
"C1C2CCCC12","10.01554069"
"C1C2CCOC12","-13.30143486"
"C1C2COCC12","-16.19990124"
"C1C2OCOC12","-38.03469935"
"C1CC2OC2C1","-21.44964572"
"C1OCC2NC12","-0.489852848"
"C1OCC2OC12","-43.83602467"
"N=C1OC2CC12","26.55379677"
"O=C1CC2CC12","8.29982486"
"O=C1CC2CN12","19.3430851"
"O=C1CC2NC12","27.71594436"
"O=C1CC2OC12","-13.86316071"
"O=C1CN2CC12","26.39880192"
"O=C1NC2CC12","11.70001939"
"O=C1OC2CC12","-29.51073761"
"CC1CC2CC12","30.67189841"
"CC1CC2OC12","1.843506923"
"CC1OC2CC12","4.902615735"
"OC1CC2CC12","0.469261118"
"OC1CC2NC12","13.63224845"
"OC1CC2OC12","-28.77830671"
"OC1CN2CC12","17.51025716"
"C1C2C3CC2C13","87.15327368"
"C1C2C3CN2C13","107.2709488"
"C1C2C3OC2C13","65.52053364"
"N1C2C3NC2C13","124.851603"
"N1C2C3OC2C13","85.66393665"
"O1C2C3OC2C13","47.03412622"
"C1CC1C1CC1","31.76501996"
"C1CC1C1CO1","3.034519954"
"C1CC1N1CC1","52.1286788"
"C1NC1C1CN1","58.39282669"
"C1NC1C1CO1","18.00536216"
"C1OC1C1CO1","-24.2464331"
"C1C2C1C1CC21","86.35319907"
"C1C2C1C1NC21","100.7159846"
"C1C2C1C1OC21","56.22837296"
"C1C2C1N1CC21","101.8542868"
"N1C2C1C1NC21","121.8207321"
"N1C2C1C1OC21","77.48874288"
"O1C2C1C1OC21","34.19402683"
"C1C2C3C1CN23","87.30673406"
"C1C2C3CC1C23","71.62680613"
"C1C2C3CC1N23","80.02448632"
"C1C2C3CN1C23","94.21561366"
"C1C2C3OC1C23","49.59246"
"C12C3C1C1C2C31","137.1160803"
"C12C3C1N1C2C31","149.8479686"
"C1=CN=NC=C1","59.05208456"
"C1=CN=NN=C1","85.34821822"
"C1=NN=CN=N1","101.7773925"
"C1=NN=NC=N1","94.87667052"
"C1=NN=NN=C1","114.3056197"
"CC1=CC=NN1","27.30023117"
"CC1=CC=NO1","2.793149548"
"CC1=CN=NN1","44.2088227"
"CC1=CN=NO1","16.32699499"
"CC1=CNN=C1","29.04094252"
"CC1=CNN=N1","44.18936991"
"CC1=CON=C1","6.244451798"
"CC1=CON=N1","18.25721422"
"CC1=NC=NN1","26.5262325"
"CC1=NC=NO1","1.439959617"
"CC1=NNC=C1","27.04295227"
"CC1=NNC=N1","26.64922436"
"CC1=NNN=C1","40.37160211"
"CC1=NNN=N1","54.53734962"
"CC1=NOC=C1","3.812224976"
"CC1=NOC=N1","2.454014969"
"CC1=NON=C1","28.32121158"
"CC1=NON=N1","39.97190101"
"CN1C=CC=N1","32.02977027"
"CN1C=CN=N1","48.51667542"
"CN1C=NC=N1","32.58169918"
"CN1C=NN=C1","40.46259099"
"CN1C=NN=N1","62.59959168"
"CN1N=CC=N1","44.09587099"
"CN1N=CN=N1","58.94497635"
"CN1N=NN=N1","85.67220904"
"N=C1NC=NO1","17.79759781"
"N=C1NN=NN1","74.59854889"
"N=C1OC=NO1","-16.72202539"
"N=C1ON=NO1","20.38044937"
"NC1=CC=NN1","38.75764768"
"NC1=CC=NO1","11.19710483"
"NC1=CN=NN1","56.1211836"
"NC1=CN=NO1","24.09591066"
"NC1=CNN=C1","41.87260483"
"NC1=CNN=N1","54.42816297"
"NC1=CON=C1","19.27691715"
"NC1=CON=N1","29.68262774"
"NC1=NC=NN1","34.88688963"
"NC1=NC=NO1","6.676874455"
